1.960000	1.960000	282
8.970000	8.970000	283
15.190000	15.190000	284
22.150000	22.150000	285
31.350000	31.350000	286
36.700000	36.700000	287
43.100000	43.100000	288
49.500000	49.500000	289
57.530000	57.530000	290
64.940000	64.940000	291
71.430000	71.430000	292
76.740000	76.740000	293
85.333333	85.333333	END
